mi_quality,transcript_id,video_title,video_url,topic,utterance_id,interlocutor,timestamp,utterance_text,annotator_id,therapist_input_exists,therapist_input_subtype,reflection_exists,reflection_subtype,question_exists,question_subtype,main_therapist_behaviour,client_talk_type,Co_cat5,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,242,client,0:26:45,Yeah. I know. I-I've done some research on it for school.,5,,,,,,,,neutral,,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,243,therapist,0:26:47,Mm-hmm.,5,FALSE,,FALSE,,FALSE,,other,,other,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,244,client,0:26:48,"And, uh, it turns out it's a big cause of the recidivism rate. You know-",5,,,,,,,,neutral,,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,245,therapist,0:26:53,"Oh, absolutely.",5,FALSE,,FALSE,,FALSE,,other,,other,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,246,client,0:26:54,-as far as people going back-,5,,,,,,,,neutral,,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,247,therapist,0:26:54,Absolutely.,5,FALSE,,FALSE,,FALSE,,other,,other,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,248,client,0:26:55,"-to what they know, and, uh, and it's, uh, there is prejud- uh, prejudicial motivation, uh, and there is—",5,,,,,,,,neutral,,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,249,therapist,0:27:01,You're not allowed to vote.,5,TRUE,information,FALSE,,FALSE,,therapist_input,,other,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,250,client,0:27:02,It's really frustrating. I know.,5,,,,,,,,neutral,,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,251,therapist,0:27:03,And you're not allowed to vote.,5,TRUE,information,FALSE,,FALSE,,therapist_input,,other,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,252,client,0:27:05,I think that- I think- I think ignorance is what really—,5,,,,,,,,neutral,,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,253,therapist,0:27:09,That shocked me when I found that out.,5,TRUE,information,FALSE,,FALSE,,therapist_input,,other,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,254,client,0:27:11,Yeah.,5,,,,,,,,neutral,,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,255,therapist,0:27:11,I couldn't believe that.,5,TRUE,information,FALSE,,FALSE,,therapist_input,,other,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,256,client,0:27:13,Yeah.,5,,,,,,,,neutral,,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,257,therapist,0:27:12,"Do you know how many millions of people and when you think about that racially, um, hmm.",5,TRUE,information,FALSE,,FALSE,,therapist_input,,other,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,258,client,0:27:18,"Yeah, exactly.",5,,,,,,,,neutral,,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,259,therapist,0:27:19,"Yeah, mm-hmm.",5,FALSE,,FALSE,,FALSE,,other,,other,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,260,client,0:27:20,"You know, I know there's-there's just a lot of- a lot of bullshit.",5,,,,,,,,neutral,,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,261,therapist,0:27:24,Mm-hmm.,5,FALSE,,FALSE,,FALSE,,other,,other,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,262,client,0:27:25,Yeah.,5,,,,,,,,neutral,,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,263,therapist,0:27:25,"That's a great word for it there. Yeah. So, um-",5,FALSE,,TRUE,simple,FALSE,,reflection,,af,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,264,client,0:27:30,"Yeah, to figure out [unintelligible 00:27:30] anyway, you know.",5,,,,,,,,neutral,,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,265,therapist,0:27:32,"Yeah. So-so maybe you- if you- if you wanted to, and this is really up to you, you could check out the blogs, you know. Um, I can see if I can track him down and stuff and the John Howard Society. And, um, I'd be really interested if-if you wanna get together to see what you have found out.",5,TRUE,options,FALSE,,FALSE,,therapist_input,,sum,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,266,client,0:27:50,"Yeah. I-I, you know, I, you know, like I said, I wanna make sure I come back and, um, kind of get my, um, you know, my overall mental health-",5,,,,,,,,neutral,,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,267,therapist,0:28:01,"Mm-hmm, mm-hmm.",5,FALSE,,FALSE,,FALSE,,other,,other,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,268,client,0:28:01,"-you know, um, I wouldn't say stable because I'm not that unstable. I just—",5,,,,,,,,neutral,,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,269,therapist,0:28:08,But this has affected it.,5,FALSE,,TRUE,complex,FALSE,,reflection,,ref,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,270,client,0:28:09,It has affected it.,5,,,,,,,,neutral,,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,271,therapist,0:28:10,"Rejection-rejection, yeah.",5,FALSE,,TRUE,complex,FALSE,,reflection,,ref,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,272,client,0:28:11,"Yeah, rejection. Yeah.",5,,,,,,,,neutral,,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,273,therapist,0:28:12,Yeah.,5,FALSE,,FALSE,,FALSE,,other,,other,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,274,client,0:28:12,"So, I just wanna make sure that I'm okay. So-",5,,,,,,,,neutral,,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,275,therapist,0:28:15,Yeah.,5,FALSE,,FALSE,,FALSE,,other,,other,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,276,client,0:28:15,"-I'll be back and we can, you know, we can discuss it further if you have any information and I'll share whatever I've got.",5,,,,,,,,neutral,,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,277,therapist,0:28:20,I'll do some checking around for you. I will. Yeah.,5,FALSE,,TRUE,simple,FALSE,,reflection,,other,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,278,client,0:28:24,"Well, thanks for the suggestions. Yeah.",5,,,,,,,,neutral,,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,279,therapist,0:28:25,"Oh, you are welcome. Thanks for being so open with me. I appreciate it.",5,FALSE,,TRUE,complex,FALSE,,reflection,,other,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,280,client,0:28:29,No problem.,5,,,,,,,,neutral,,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,281,therapist,0:28:29,Yeah. Okay.,5,FALSE,,FALSE,,FALSE,,other,,other,
high,100,I Can't Get a Break,https://www.youtube.com/watch?v=6lq3znGhveo,reducing recidivism,282,client,0:28:30,Thank you.,5,,,,,,,,neutral,,
