mi_quality,transcript_id,video_title,video_url,topic,utterance_id,interlocutor,timestamp,utterance_text,annotator_id,therapist_input_exists,therapist_input_subtype,reflection_exists,reflection_subtype,question_exists,question_subtype,main_therapist_behaviour,client_talk_type,Co_cat5,
high,64,Ricky and Ian,https://www.youtube.com/watch?v=uH38Bxe3Lzw,reducing drug use,248,therapist,0:29:51,#NAME?,8,FALSE,,FALSE,,TRUE,open,question,,other,
high,64,Ricky and Ian,https://www.youtube.com/watch?v=uH38Bxe3Lzw,reducing drug use,249,client,0:29:54,"Yeah. Yeah, but I think you're right about, just something to look forward to, because it's that midweek slump, you know. So far away till people will be in their place where they can-",8,,,,,,,,neutral,,
high,64,Ricky and Ian,https://www.youtube.com/watch?v=uH38Bxe3Lzw,reducing drug use,250,therapist,0:30:17,Yeah.,8,FALSE,,FALSE,,FALSE,,other,,other,
high,64,Ricky and Ian,https://www.youtube.com/watch?v=uH38Bxe3Lzw,reducing drug use,251,client,0:30:17,#NAME?,8,,,,,,,,neutral,,
high,64,Ricky and Ian,https://www.youtube.com/watch?v=uH38Bxe3Lzw,reducing drug use,252,therapist,0:30:19,"Yeah. Yeah. And there are things that have gotta work for you, so that-",8,FALSE,,TRUE,simple,FALSE,,reflection,,ref,
high,64,Ricky and Ian,https://www.youtube.com/watch?v=uH38Bxe3Lzw,reducing drug use,253,client,0:30:24,Yeah.,8,,,,,,,,neutral,,
high,64,Ricky and Ian,https://www.youtube.com/watch?v=uH38Bxe3Lzw,reducing drug use,254,therapist,0:30:24,"-that's your ideas on there which are really important. But again there are some options, that if you wanted to look at, you know, just to at least be able to know what they are.",8,FALSE,,FALSE,,TRUE,closed,question,,other,
high,64,Ricky and Ian,https://www.youtube.com/watch?v=uH38Bxe3Lzw,reducing drug use,255,client,0:30:33,Yeah.,8,,,,,,,,neutral,,
high,64,Ricky and Ian,https://www.youtube.com/watch?v=uH38Bxe3Lzw,reducing drug use,256,therapist,0:30:33,Because there are clubs and there are groups and there are all kinds of things that meet through the week.,8,TRUE,information,FALSE,,FALSE,,therapist_input,,other,
high,64,Ricky and Ian,https://www.youtube.com/watch?v=uH38Bxe3Lzw,reducing drug use,257,client,0:30:38,Yeah.,8,,,,,,,,neutral,,
high,64,Ricky and Ian,https://www.youtube.com/watch?v=uH38Bxe3Lzw,reducing drug use,258,therapist,0:30:38,"And so, though they're not going to be necessarily like the party scene, they are other activities. Now I'm talking about gay groups and gay activities which are an option that-",8,TRUE,information,FALSE,,FALSE,,therapist_input,,other,
high,64,Ricky and Ian,https://www.youtube.com/watch?v=uH38Bxe3Lzw,reducing drug use,259,client,0:30:49,Yeah.,8,,,,,,,,neutral,,
high,64,Ricky and Ian,https://www.youtube.com/watch?v=uH38Bxe3Lzw,reducing drug use,260,therapist,0:30:50,"-you know, good to know about and-and-and maybe in-- within those options or something you might say, ""Oh yeah, I'd give that a go. Have a look.""",8,TRUE,information,FALSE,,FALSE,,therapist_input,,other,
high,64,Ricky and Ian,https://www.youtube.com/watch?v=uH38Bxe3Lzw,reducing drug use,261,client,0:30:57,Yeah. Yep.,8,,,,,,,,neutral,,
